tonie_id,title,figure,description,runtime,age_recommendation,image
193,Jimmy Bär,Steiff Soft Cuddly Friends mit Hörspiel,"Für kuscheligen Hör-Spiel-Spaß - die Soft Cuddly Friends in Kooperation mit Steiff®Die Soft Cuddly Friends sind nicht nur wunderbar kuschelig – sie erzählen euch auch von den Abenteuern, die sie erleben, wenn sie jede Nacht über die geheime Mondscheinrutsche ins Land der Kuschelfreunde rutschen.Jimmy Bär ist treu, loyal und sehr zugewandt, was seine Freunde angeht. Er wirkt zuerst eher vorlaut oder scheint „der Bär mit der großen Klappe“ zu sein, tatsächlich aber hat er einen sehr weichen Kern und stürzt sich immer als erster ins Abenteuer, wenn es gilt seine Freunde zu retten. Auch wenn es darum geht den ""Bananenstreit"" beizulegen und neue Freundschaften zu knüpfen, zeigt er seine Qualitäten...Kann ich die Soft Cuddly Friends für die Toniebox waschen?Wenn es mal sein muss, dann scheuen sie nicht einmal die Waschmaschine! Alle drei kuscheligen Helden können bei 30°C mit einem Feinwaschmittel, separat von der anderen Wäsche, gewaschen werden. Wir empfehlen Waschprogramm ""Pflegeleicht"" und die Verwendung eines Wäschenetzes, damit zerkratzte Augen durch die Waschtrommel vermieden werden können. Lasst sie anschließend unbedingt Lufttrocknen! Denn sie mögen es gar nicht, in den Trockner gesteckt zu werden oder zum Trocknen auch nur in die Nähe einer Heizung zu kommen.",ca. 70 Minuten,Thomas Nicolai,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/113888-Jimmy_Baer-b-Iikv8dks.png"
194,Die kleine Hummel Bommel / Die kleine Hummel Bommel sucht das Glück,Die kleine Hummel Bommel,"Zwei herzergreifende Mutmach-Geschichten für die KleinstenEin Tonie, den man einfach nur lieb haben kann. Mit ihren tollen Geschichten rund um Selbstvertrauen und Mut treffen Britta Sabbag, Maite Kelly und Joëlle Tourlonias bei Klein und Groß direkt ins Herz.Die kleine Hummel BommelEigentlich haben Hummeln viel zu kleine Flügel, um fliegen zu können – auch die kleine Hummel Bommel. „Mit deinen winzigen Flügeln kannstdu nie und nimmer fliegen!“, lachen die anderen Insektenkinder Bommel aus. Doch bald erkennt die kleine Hummel, dass sie keine größeren Flügel, sondern nur eine Portion Mut zum Fliegen braucht.Die kleine Hummel Bommel sucht das GlückDie kleine Hummel Bommel macht sich auf in die große weite Welt: Sie packt ihren kleinen Rucksack und geht auf die Suche nach dem Glück. Ihre Reise führt sie durch die verschiedensten Städte – über London, New York bis nach Paris. Doch als Bommel dort über den Dächern der Stadt sitzt und die leere Brotdose von Mama Hummel öffnet, erkennt sie: Das Glück ist da, wo man zu Hause ist, wo Familie und Freunde sind.",ca. 57 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000529-50001675-b-J5FCDkhE.png"
195,Zusammen sind wir frei,Ostwind,"Das Original-Hörspiel zum KinofilmMika ist außer sich vor Wut. Weil sie die Versetzung in die nächste Klasse nicht geschafft hat und obendrein mit ihrer Freundin aus Versehen das Auto ihres Lehrers abgefackelt hat, heißt es, den Sommer lang zu büffeln – und das ausgerechnet auf dem Pferdegestüt ihrer strengen Großmutter. Doch in der dunkelsten Box des Pferdestalls findet sie den wilden und scheuen Hengst Ostwind, den weder die beste Springreiterin am Hof noch Mikas Großmutter bändigen können. Das ist der Beginn einer ungewöhnlichen Freundschaft, denn Mika entdeckt ihre ganz besondere Gabe: Sie spricht die Sprache der Pferde! Wird sie es schaffen – entgegen allen Widerständen – Ostwind zu zähmen?",ca. 80 Minuten,Ab 8 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000530-50001679-b-pFdy9Rif.png"
196,Hanni und Nanni voll im Trend,Hanni und Nanni,"Doppelt hält besser - das bekannte Zwillingspärchen kommt auf die TonieboxImmer wieder stellen die Zwillingsschwestern Hanni und Nanni ihr Internat völlig auf den Kopf. Doch die beiden sind nicht nur zu Streichen aufgelegt, sondern setzen sich auch mit Herz und Köpfchen für eine gute Sache ein.Was für eine Aufregung! Elli hat das große Los gezogen. Sie und ihre engsten Klassenkameradinnen dürfen die berühmte Fashion Week besuchen und sogar auf dem Laufsteg auftreten! Doch fieser Ärger trübt die fröhliche Stimmung: Wer spinnt die bösen Intrigen im Backstagebereich der Show? Aber Hanni, Nanni und ihre Freundinnen lassen sich nicht unterkriegen ...",ca. 63 Minuten,Ab 7 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000579-50001823-b-7fvjmIgZ.png"
197,Hanni und Nanni im Hochzeitsrausch,Hanni und Nanni,"Wo es Hanni gibt, darf Nanni natürlich nicht fehlenImmer wieder stellen die Zwillingsschwestern Hanni und Nanni ihr Internat völlig auf den Kopf. Doch die beiden sind nicht nur zu Streichen aufgelegt, sondern setzen sich auch mit Herz und Köpfchen für eine gute Sache ein.„Was ist nur mit unserem Vögelchen los?“Die Lindenhof-Mädchen sehen sich fragend an. „Unsere Biologielehrerin ist doch wohl nicht verliebt?! Und falls ja – in wen? Sogleich legen sie sich auf die Lauer und stoßen dabei auf eine unglaubliche Überraschung!",ca. 59 Minuten,Ab 7 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000580-50001827-b-6R-7fr6U.png"
198,Pippi Langstrumpf,Pippi Langstrumpf,"Eine neue Heldin für die TonieboxPippilotta Viktualia Rollgardina Pfefferminz Efraimstochter Langstrumpf, kurz Pippi Langstrumpf genannt, wohnt mit ihrem Pferd und dem kleinen Affen Herrn Nilsson in der Villa Kunterbunt und macht, was sie will. Sie ist das stärkste Mädchen der Welt und hat vor nichts und niemandem Angst. Tommy und Annika, die im Nachbarhaus wohnen, können sich keine bessere Freundin als Pippi vorstellen!Ungekürzt gelesen von Josefine Preuß.",ca. 149 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000732-50002368-b-Lnte4nUc.png"
199,Zauberhafte Geschichten aus dem Erdbeergarten,Erdbeerinchen Erdbeerfee,"Sechs zauberhafte Abenteuer aus dem ErdbeergartenGemeinsam mit ihren Freunden erlebt Erdbeerinchen Erdbeerfee jeden Tag neue Abenteuer. Dabei lernt sie Wasserdrachen kennen, löst das Geheimnis um einen rätselhaften Erdbeerdieb und steht ihren Freunden Rudi, Don Carlo und Irmi bei jedem Problem zur Seite.",ca. 42 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0159-50001544-b-brz3eX7Y.png"
200,Unter meinem Bett 5,Unter meinem Bett,"Die beliebte Musik-Reihe geht in die 5. RundeDas fünfte Album der bekannten und geliebten Reihe “Unter meinem Bett” vereint wieder einmal eine feine Auswahl deutscher Singer/Songwriter. Mit dabei sind diesmal u. A. Pohlmann, Annenmaykantereit, Neufundland, Sven van Thom, Oliver Minck und viele mehr.Wie immer ein musikalisches Vergnügen mit viel Abwechslung für die ganze Familie.",ca. 57 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000507-50001597-b-ANibxdCp.png"
201,Mickys total verrücktes Fußballspiel,Disney,"Anpfiff für Micky Maus!Micky Maus, Trainer des 1. FC Entenhausen, und seiner Mannschaft steht ein schweres Spiel bevor. Das Lokalderby gegen die Zwietracht, in der auch Micky’s Rivale Kater Karlo spielt, sorgt für Aufregung in ganz Entenhausen. Der Sieger darf sogar an der Fußballweltmeisterschaft teilnehmen. Kein Wunder, dass die Zwietracht einige unfaire Tricks auf Lager hat…Ein Original-Hörspiel von Disney mit der wohl bekanntesten Figur aller Zeiten!",ca. 60 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000683-50002163-b-6nAgF5Gp.png"
202,Geburtstagslieder,Lieblings-Kinderlieder,"Die schönsten Geburtstagslieder für deine PartyGemeinsam mit den Minimusikern holen wir die beliebtesten Lieder für deine Geburtstagsparty auf die Toniebox. Mit dabei sind Fetenkracher wie “Wie schön, dass du geboren bist”, “Wer hat an der Uhr gedreht?”, “Head and shoulders, knees and toes”, “Das rote Pferd” und viele mehr.",ca. 60 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000831-50002699-b--LsJUyV9E.png"
203,Ein neuer Freund für Mascha,Mascha und der Bär,"Begleite ein furchtloses, kleines Mädchen und ihren Bärenfreund auf lustigen AbenteuernMascha ist klein, aber unerschrocken und mutig. Und so hat sie auch keine Angst  vor dem großen Braunbären, der ganz schnell ihr neuer Freund wird. Doch die freche Mascha kommt auf die verrücktesten Ideen und so erleben die beiden viele lustige Abenteuer. 6 davon findet ihr nun auf diesem Tonie.",ca. 40 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0118-50001193-b-3_L7GGar.png"
204,Die Schöne und das Biest,Disney,"Das Hörspiel zum Film mit den beliebten Stimmen und LiedernIn die Schöne und das Biest findet sich ein Paar, das ungleicher nicht sein könnte: Die schöne Belle und der verwunschene Prinz, der sein Dasein als gräßliche Bestie fristen muss, wenn er nicht bis zu seinem 21. Geburtstag die wahre Liebe findet.Der Disney-Klassiker aus den 90ern ist noch heute so beliebt wie damals und begeistert mit einer rührenden Geschichte und den bekannten Liedern.",ca. 59 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000666-50002119-b-dVTt5-PW.png"
205,Hörst du wie die Bäume sprechen?,Peter Wohlleben,"Für kleine Naturforscher und TierbeobachterPeter Wohlleben ist Förster und führt seit mehr als 20 Jahren Familien und Schulklassen im Rahmen seiner Waldakademie durch den Wald. Auf diesem Tonie könnt ihr ihn auf eine spannende Expedition durch den Wald begleiten und erfahrt garantiert Sachen, die ihr nie für möglich gehalten hättet!",ca. 141 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000606-50001915-b-1o6a8e1l.png"
206,Verhext und festgeklebt,Petronella Apfelmus,"Ein zauberhaft süßes ApfelhexenabenteuerPetronella Apfelmus lebt glücklich und zufrieden in ihrem verzauberten Apfel im Garten einer alten Mühle. Doch dann zieht eine Familie mit den Zwillingen Lea und Luis in das Haus ein… Verhext und festgeklebt, vorbei ist es mit Petronella’s Ruhe!",ca. 140 Minuten,Ab 8 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000611-50001931-b-VVTSb-fI.png"
207,"Rico, Oskar und die Tieferschatten",Rico und Oskar,"Das Hörbuch zum preisgekrönten Kinderroman von Andreas SteinhöfelRico und Oskar sind ungewöhnliche Freunde - der eine ist ein hochbegabtes, der andere ein sogenanntes  “tiefbegabtes” Kind. Als die beiden gemeinsam einen Kriminalfall um einen Kindesentführer lösen.Basierend auf dem Roman von Andreas Steinhöfel ist auch das Hörspiel eine ungewöhnliche Mischung aus Kriminal- und Kindergeschichte mit spannendem Plot, außergewöhnlichen Figuren und kreativen Wortschöpfungen.Tonie-Tipp: Wie in der Buchvorlage, werden auch im Hörbuch gewisse Themen (Kindesentführung, Krankheiten) nicht schöngeredet, sondern wertfrei und treffend mit einbezogen.",ca. 52 Minuten,Ab 8 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000491-50001547-b-yajOddiM.png"
208,"Wir sind nachher wieder da, wir müssen kurz nach Afrika","Wir sind nachher wieder da, wir müssen kurz nach Afrika","Eine Geschichte voller Abenteuer und Sehnsucht, gelesen vom Autor Oliver Scherz persönlich.Die Geschwister Joscha und Marie versuchen gerade einzuschlafen, als es plötzlich ans Fenster des Kinderzimmers klopft. Sie können ihren Augen kaum trauen, als ein großer, grauer Elefant vor ihnen steht, der ganz dringend nach Afrika muss. Und da er keine Ahnung hat, wo Afrika ist, begleiten ihn Joscha und Marie kurzerhand. Bepackt mit Proviant und einem Globus macht sich das ungewöhnliche Trio auf den Weg und startet ihn ein fantasievolles und aufregendes Abenteuer.",ca. 73 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000360-50001141-b--HkfaXPm.png"
209,Das Waisenfohlen,Bibi & Tina,"Ein überlanges Abenteuer von Bibi & TinaBibi und Tina sind gemeinsam mit dem Grafen von Falkenstein und seinem Sohn Alexander auf einem Gestüt in Andalusien. Der Graf will dort Pferde kaufen, doch vor Ort machen Bibi und Tina Bekanntschaft mit einem ganz besonderen Fohlen.Zurück auf dem Martinshof geht die Geschichte weiter, denn Bibi und Tina haben ein ganz besonderes Mitbringsel aus Spanien mitgebracht.Im Anschluss an die extralange Geschichte der zwei Pferdefreundinnen erwartet euch noch ein zusätzliches Mini-Hörspiel mit spannenden Pferde-Fakten!",ca. 70 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000493-50001555-b-J9oi6Ox0.png"
210,Die Eiskönigin 2,Disney,"Das Original-Hörspiel zum KinofilmWarum hat eigentlich nur Elsa diese magischen Kräfte? Woher kommt diese Stimme, die nur Elsa hören kann und die sie zu rufen scheint? Und was hat es mit diesem verzauberten Wald auf sich? Gemeinsam mit Anna, Kristoff, Rentier Sven und dem lustigen Schneemann Olaf macht sich Elsa auf den Weg, um Antworten zu finden. Und der führt sie bis zu einem Ort, an dem noch nie zuvor jemand war. Glaubte Elsa bisher, ihre Kräfte wären zu stark, hofft sie nun, dass sie stark genug sind. Doch zum Glück ist Anna ja immer an ihrer Seite!",ca. 70 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000671-50002139-b-f3SSde5y.png"
211,Planeten und Sterne,Pixi Wissen,"Pixi Wissen-Hörspiele erklären Wissen einfach und gut und bringen spannende Sachthemen auf den Punkt.Wie weit ist es bis zur Sonne? Was sind Sternschnuppen?Und wie viele Monde hat der Jupiter? Gehe mit Pixi auf eine spannende Reise in ein Planetarium und erfahre alles, was du schon immer über das Weltall wissen wolltest.",ca. 33 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000369-50001166-b-i7Y1DVdZ.png"
212,Geschichten von Paddington,Paddington,"Der Kinderbuchklassiker über den Bären Paddington, der aus dem tiefsten Peru kam und an der Londoner Paddington Station gefunden wurde.Die Browns und Paddington begegneten sich das erste Mal auf einem Bahnhof – dem Bahnhof Paddington, um genau zu sein. Er war den ganzen Weg vom tiefsten Peru mit nichts als einem Koffer, einem halb leeren Glas Marmelade und einem Schild mit der Aufschrift „Bitte kümmern Sie sich um diesen Bären. Vielen Dank.” gereist. Die Familie stellte bald fest, dass Paddington ein ziemlich ungewöhnlicher Bär war. Gewöhnliche Dinge – wie ein Bad zu nehmen oder ans Meer zu fahren – werden recht außergewöhnlich, wenn ein Bär namens Paddington dabei ist.",ca. 157 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000381-50001306-b-IOqxFBcw.png"
213,"Asterix, der Gallier",Asterix,"Kulthörspiel mit Asterix & Obelix!.Ganz Gallien ist von den Römern besetzt ... Ganz Gallien? Nein! Ein von unbeugsamen Galliern bevölkertes Dorf hört nicht auf, den Römern Widerstand zu leisten. Doch dann wird Miraculix, der Druide, entführt. Und mit ihm das Geheimnis des Zaubertranks ...",ca. 43 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000528-50001671-b-XZlkF7oZ.png"
214,Coco,Disney,"In Miguels Familie erinnert sich nur noch die Uroma Coco an ihren Papá, einen bekannten Musiker, der seine Familie angeblich wegen der Musik verlassen hat. Miguel schwärmt für Musik und verehrt den bekannten Musiker Ernesto de la Cruz.Zufällig entdeckt er auf einem alten Familienfoto die berühmte Gitarre dieses Künstlers und ist begeistert. Am Día de los Muertos, dem Tag der Toten, überschlagen sich die Ereignisse: Miguel stiehlt diese Gitarre aus einem Mausoleum. Als er sie spielen will, geschieht etwas Seltsames: Miguel kann auf dem Friedhof die Toten sehen, und die Lebenden laufen durch ihn hindurch, als wäre er Luft.Zusammen mit seinen verstorbenen Verwandten macht sich Miguel auf den Weg in das fantastische Land der Toten, um herauszufinden, wie er ins Leben zurückkehren kann. Dabei lernt der Junge das liebenswerte Skelett Héctor kennen, deckt ein gut gehütetes Geheimnis auf, muss gegen einen gefährlichen Gegner kämpfen und erkennt, dass die Dinge manchmal anders sind, als sie scheinen.Aber die Zeit drängt: Nur bis Sonnenaufgang kann Miguel das Land der Toten wieder verlassen ...",ca. 76 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000672-50002142-b-3wqy7IeY.png"
215,Princess Adventure,Barbie,"Im wunderschönen Land Floravia treffen BarbieTM und ihre Freunde auf Prinzessin Amelia, die Barbie zum Verwechseln ähnlich sieht! Da die Prinzessin kurz davor steht zur Königin gekrönt zu werden, ist sie ziemlich nervös und bittet Barbie darum, für ein paar Tage mit ihr die Plätze zu tauschen. Ihr gemeinsames Geheimnis scheint vorerst unbemerkt zu bleiben. Doch Amelias Rivale, Prinz Johan, kommt ihnen schnell auf die Schliche  ...",ca. 67 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000681-50002159-b-mdFNftki.png"
